#REKENINGNUMMER;YEAR_FEE;GROS_FEE;NET_FEE;BTW
1029485;2021;547.26;452.28;94.98
1029487;2021;2318.14;1915.82;402.32
1029493;2021;371.11;306.7;64.41
1029497;2021;162.16;134.02;28.14
1029507;2021;272.04;224.83;47.21
1029519;2021;301.64;249.29;52.35
1029542;2021;1016;839.67;176.33
1029554;2021;302.55;250.05;52.5
1029557;2021;308.06;254.6;53.46
1029558;2021;118.92;98.28;20.64
1029559;2021;161.62;133.57;28.05
1029560;2021;586.27;484.52;101.75
1029561;2021;78.13;64.57;13.56
1029565;2021;296.9;245.38;51.52
1029568;2021;589;486.78;102.22
1029569;2021;86.97;71.88;15.09
1029596;2021;30.36;25.09;5.27
1029597;2021;69.24;57.22;12.02
1029604;2021;209.49;173.14;36.35
1029607;2021;92.3;76.28;16.02
1029641;2021;236.39;195.36;41.03
1029684;2021;161.24;133.25;27.99
1029727;2021;63.89;52.79;11.1
1029769;2021;263.82;218.03;45.79
1029775;2021;359.44;297.06;62.38
1029776;2021;211.36;174.67;36.69
1029777;2021;191.47;158.25;33.22
1029779;2021;117.53;97.13;20.4
1029786;2021;66.47;54.92;11.55
1029787;2021;261.25;215.91;45.34
1029823;2021;63.25;52.27;10.98
1029865;2021;0.95;0.79;0.16
1029872;2021;164.39;135.86;28.53
1029873;2021;84.53;69.86;14.67
1029899;2021;145.9;120.58;25.32
1029912;2021;30.81;25.46;5.35
1029925;2021;159.89;132.14;27.75
1029941;2021;72.54;59.95;12.59
1029943;2021;139.64;115.41;24.23
1030001;2021;400.53;331.02;69.51
1030021;2021;116.2;96.03;20.17
1030124;2021;311.56;257.48;54.08
1030126;2021;264.6;218.68;45.92
1030135;2021;202.92;167.7;35.22
1030172;2021;668.04;552.09;115.95
1030295;2021;84.51;69.85;14.66
1030323;2021;213.47;176.42;37.05
1030336;2021;166.67;137.74;28.93
1030365;2021;326.9;270.17;56.73
1030390;2021;316.39;261.49;54.9
1030411;2021;71.52;59.11;12.41
1030420;2021;69.64;57.56;12.08
1030430;2021;271.17;224.11;47.06
1030454;2021;91.15;75.32;15.83
1030509;2021;53.5;44.21;9.29
1030559;2021;86.04;71.11;14.93
1030560;2021;100.84;83.34;17.5
1030566;2021;172.59;142.64;29.95
1030569;2021;91.49;75.61;15.88
1030573;2021;91.38;75.52;15.86
1030575;2021;171.77;141.96;29.81
1030576;2021;195.83;161.83;34
1030580;2021;46.02;38.03;7.99
1030586;2021;950.69;785.69;165
1030656;2021;436.52;360.75;75.77
1030672;2021;73.24;60.53;12.71
1030710;2021;117.51;97.11;20.4
1030726;2021;72.49;59.91;12.58
1030735;2021;68.41;56.53;11.88
1030772;2021;277.47;229.31;48.16
1030844;2021;150.31;124.23;26.08
1030922;2021;79.68;65.85;13.83
1030948;2021;64.67;53.44;11.23
1031013;2021;81.87;67.66;14.21
1031019;2021;134.75;111.36;23.39
1031058;2021;69.36;57.32;12.04
1031091;2021;97.64;80.69;16.95
1031183;2021;95.42;78.86;16.56
1031210;2021;154.88;128.01;26.87
1031274;2021;3254.59;2689.74;564.85
1031316;2021;108.49;89.65;18.84
1031363;2021;67.37;55.68;11.69
1031385;2021;66.44;54.91;11.53
1031402;2021;79.58;65.77;13.81
1031426;2021;68.48;56.59;11.89
1031428;2021;148.37;122.62;25.75
1031451;2021;128.92;106.54;22.38
1031511;2021;146.42;121.01;25.41
1031541;2021;525.93;434.65;91.28
1031551;2021;264.93;218.95;45.98
1031552;2021;132.21;109.27;22.94
1031569;2021;353.93;292.5;61.43
1031591;2021;155.77;128.74;27.03
1031600;2021;65.76;54.35;11.41
1031608;2021;81.93;67.7;14.23
1031670;2021;220.89;182.55;38.34
1031672;2021;104.33;86.22;18.11
1031689;2021;137.53;113.67;23.86
1031696;2021;92.96;76.82;16.14
1031737;2021;663.43;548.28;115.15
1031774;2021;59.06;48.81;10.25
1031793;2021;70.51;58.28;12.23
1031811;2021;60.72;50.18;10.54
1031828;2021;52.17;43.12;9.05
1031851;2021;72.37;59.8;12.57
1031919;2021;86.28;71.31;14.97
1032028;2021;379.51;313.64;65.87
1032030;2021;109.83;90.76;19.07
1032032;2021;66.38;54.86;11.52
1032052;2021;189.76;156.82;32.94
1032083;2021;157.57;130.23;27.34
1032144;2021;87.65;72.44;15.21
1032180;2021;296.72;245.23;51.49
1032289;2021;203.1;167.85;35.25
1032292;2021;317.75;262.61;55.14
1032351;2021;717.09;592.63;124.46
1032359;2021;553.56;457.49;96.07
1032363;2021;132.63;109.6;23.03
1032370;2021;138.77;114.68;24.09
1032374;2021;68.8;56.85;11.95
1032381;2021;688.84;569.29;119.55
1032413;2021;303.82;251.09;52.73
1032441;2021;66.78;55.18;11.6
1032528;2021;160.4;132.57;27.83
1032530;2021;161.53;133.49;28.04
1032531;2021;90.06;74.43;15.63
1032533;2021;549.87;454.44;95.43
1032537;2021;910.9;752.81;158.09
1032543;2021;747.98;618.16;129.82
1032554;2021;71.38;58.99;12.39
1032559;2021;211.6;174.88;36.72
1032573;2021;99.04;81.85;17.19
1032599;2021;132.66;109.64;23.02
1032601;2021;6921.96;5720.63;1201.33
1032666;2021;36.12;29.85;6.27
1032850;2021;72.62;60.02;12.6
1032863;2021;2826.43;2335.9;490.53
1032873;2021;234.77;194.02;40.75
1032884;2021;66.28;54.78;11.5
1032910;2021;12.96;10.71;2.25
1032955;2021;136.77;113.02;23.75
1033029;2021;73.64;60.86;12.78
1033068;2021;115.8;95.71;20.09
1033109;2021;71.38;58.99;12.39
1033112;2021;173.33;143.25;30.08
1033395;2021;194.3;160.57;33.73
1033405;2021;162.21;134.06;28.15
1033407;2021;66.25;54.74;11.51
1033420;2021;8.64;7.14;1.5
1033421;2021;176.08;145.52;30.56
1033424;2021;66.93;55.31;11.62
1033445;2021;71.09;58.75;12.34
1033487;2021;131.42;108.61;22.81
1033539;2021;161.04;133.08;27.96
1033551;2021;285.17;235.68;49.49
1033554;2021;392.82;324.64;68.18
1033586;2021;150.1;124.04;26.06
1033593;2021;71.3;58.92;12.38
1033601;2021;506.67;418.74;87.93
1033611;2021;156.58;129.4;27.18
1033614;2021;168.62;139.35;29.27
1033673;2021;140.7;116.27;24.43
1033737;2021;539.27;445.68;93.59
1033776;2021;133.02;109.93;23.09
1033817;2021;437.63;361.67;75.96
1033890;2021;165.23;136.56;28.67
1033896;2021;105.17;86.92;18.25
1033897;2021;185.75;153.52;32.23
1033909;2021;272.19;224.95;47.24
1033983;2021;1167.65;965.01;202.64
1033984;2021;176.13;145.56;30.57
1033985;2021;278.5;230.17;48.33
1033986;2021;142.03;117.37;24.66
1034011;2021;184.98;152.87;32.11
1034013;2021;96.4;79.67;16.73
1034015;2021;687.18;567.92;119.26
1034021;2021;91.33;75.47;15.86
1034023;2021;708.23;585.31;122.92
1034028;2021;139.27;115.1;24.17
1034049;2021;101.92;84.23;17.69
1034081;2021;556.91;460.25;96.66
1034105;2021;12.13;10.02;2.11
1034157;2021;184.04;152.1;31.94
1034158;2021;114.8;94.88;19.92
1034159;2021;478.77;395.68;83.09
1034163;2021;202.43;167.3;35.13
1034184;2021;118.42;97.86;20.56
1034236;2021;67.84;56.07;11.77
1034250;2021;419.54;346.73;72.81
1034258;2021;220.3;182.07;38.23
1034316;2021;79.54;65.74;13.8
1034323;2021;116.19;96.02;20.17
1034379;2021;132.03;109.12;22.91
1034381;2021;100.67;83.2;17.47
1034396;2021;120.46;99.55;20.91
1034457;2021;80.6;66.6;14
1034472;2021;372.42;307.78;64.64
1034481;2021;664.92;549.51;115.41
1034653;2021;66.04;54.59;11.45
1034725;2021;82.44;68.13;14.31
1034794;2021;159.94;132.18;27.76
1034836;2021;63.5;52.48;11.02
1034838;2021;165.92;137.12;28.8
1034852;2021;1662.7;1374.14;288.56
1034883;2021;700.89;579.25;121.64
1034885;2021;376.51;311.17;65.34
1034905;2021;356.39;294.53;61.86
1034917;2021;379.37;313.53;65.84
1034918;2021;252.02;208.28;43.74
1035001;2021;167.38;138.33;29.05
1035021;2021;233.52;192.99;40.53
1035026;2021;190.41;157.36;33.05
1035027;2021;234.04;193.42;40.62
1035028;2021;63.5;52.48;11.02
1035086;2021;67.3;55.63;11.67
1035234;2021;133.05;109.96;23.09
1035236;2021;179.79;148.59;31.2
1035247;2021;169.88;140.4;29.48
1035261;2021;115.69;95.61;20.08
1035264;2021;264.43;218.54;45.89
1035268;2021;67.55;55.83;11.72
1035271;2021;66.46;54.93;11.53
1035283;2021;95.02;78.53;16.49
1035284;2021;77.03;63.66;13.37
1035286;2021;76.13;62.92;13.21
1035310;2021;95.62;79.03;16.59
1035317;2021;192.96;159.48;33.48
1035325;2021;23.43;19.36;4.07
1035348;2021;1047.07;865.35;181.72
1035382;2021;59.79;49.42;10.37
1035384;2021;777.05;642.19;134.86
1035399;2021;96.62;79.85;16.77
1035475;2021;86.82;71.75;15.07
1035476;2021;80.82;66.8;14.02
1035482;2021;98.51;81.42;17.09
1035518;2021;65.84;54.41;11.43
1035543;2021;161.13;133.17;27.96
1035555;2021;75.92;62.74;13.18
1035574;2021;64.91;53.65;11.26
1035582;2021;120.6;99.68;20.92
1035594;2021;164.96;136.33;28.63
1035628;2021;205.12;169.53;35.59
1035642;2021;135.78;112.22;23.56
1035643;2021;198.13;163.74;34.39
1035644;2021;204.6;169.08;35.52
1035645;2021;120.92;99.94;20.98
1035647;2021;63.42;52.42;11
1035652;2021;328.68;271.64;57.04
1035668;2021;110.62;91.42;19.2
1035687;2021;151.09;124.87;26.22
1035739;2021;294.16;243.11;51.05
1035741;2021;15.66;12.94;2.72
1035767;2021;368.48;304.52;63.96
1035776;2021;502.74;415.5;87.24
1035791;2021;679.15;561.29;117.86
1035844;2021;150.03;123.99;26.04
1035891;2021;174.14;143.92;30.22
1035906;2021;1876.75;1551.03;325.72
1035913;2021;236.43;195.39;41.04
1035935;2021;193.38;159.81;33.57
1035937;2021;103.64;85.65;17.99
1035943;2021;59.83;49.44;10.39
1035961;2021;97.72;80.76;16.96
1036008;2021;150.19;124.12;26.07
1036146;2021;63.32;52.34;10.98
1036155;2021;356.61;294.71;61.9
1036162;2021;176.84;146.16;30.68
1036189;2021;64.91;53.65;11.26
1036200;2021;541.34;447.39;93.95
1036209;2021;1.7;1.4;0.3
1036213;2021;4082.64;3374.08;708.56
1036254;2021;158.31;130.83;27.48
1036268;2021;68.59;56.68;11.91
1036305;2021;120.9;99.92;20.98
1036311;2021;62.89;51.98;10.91
1036312;2021;828.98;685.11;143.87
1036320;2021;67.25;55.58;11.67
1036343;2021;337.93;279.28;58.65
1036353;2021;94.21;77.87;16.34
1036383;2021;65.47;54.1;11.37
1036388;2021;67.33;55.65;11.68
1036416;2021;65.92;54.48;11.44
1036455;2021;151.39;125.12;26.27
1036469;2021;182.02;150.43;31.59
1036488;2021;107.16;88.55;18.61
1036498;2021;64.59;53.39;11.2
1036505;2021;150.53;124.41;26.12
1036538;2021;308.31;254.8;53.51
1036544;2021;65.35;54.01;11.34
1036549;2021;67.44;55.74;11.7
1036601;2021;104.78;86.59;18.19
1036607;2021;338.15;279.47;58.68
1036622;2021;318.01;262.81;55.2
1036641;2021;62.11;51.33;10.78
1036649;2021;217.36;179.64;37.72
1036694;2021;98.11;81.09;17.02
1036778;2021;672.72;555.97;116.75
1036782;2021;119.32;98.61;20.71
1036811;2021;337.6;279.01;58.59
1036814;2021;214.2;177.02;37.18
1036823;2021;99.33;82.09;17.24
1036824;2021;76.87;63.53;13.34
1036827;2021;67.51;55.79;11.72
1036834;2021;256.84;212.27;44.57
1036838;2021;62.05;51.29;10.76
1036867;2021;582.41;481.33;101.08
1036868;2021;66.53;54.98;11.55
1036903;2021;131.12;108.36;22.76
1036964;2021;14.83;12.25;2.58
1036968;2021;65.41;54.05;11.36
1036977;2021;63.39;52.39;11
1036985;2021;115.23;95.23;20
1037060;2021;46.49;38.42;8.07
1037101;2021;130.31;107.69;22.62
1037131;2021;8.99;7.43;1.56
1037255;2021;69.68;57.59;12.09
1037273;2021;63.7;52.64;11.06
1037284;2021;220.79;182.46;38.33
1037286;2021;76.04;62.85;13.19
1037303;2021;66.23;54.74;11.49
1037345;2021;151.97;125.6;26.37
1037346;2021;3.25;2.69;0.56
1037349;2021;215.17;177.82;37.35
1037392;2021;51.04;42.19;8.85
1037419;2021;183.25;151.44;31.81
1037470;2021;290.81;240.34;50.47
1037474;2021;189.46;156.59;32.87
1037583;2021;50.38;41.64;8.74
1037587;2021;57.64;47.63;10.01
1037594;2021;651.55;538.47;113.08
1037605;2021;67.02;55.38;11.64
1037623;2021;65.82;54.4;11.42
1037625;2021;64.88;53.62;11.26
1037630;2021;496.85;410.62;86.23
1037634;2021;220.26;182.04;38.22
1037666;2021;475.29;392.8;82.49
1037678;2021;62.44;51.6;10.84
1037679;2021;693.44;573.09;120.35
1037683;2021;347.56;287.24;60.32
1037684;2021;190.41;157.37;33.04
1037695;2021;63.83;52.75;11.08
1037705;2021;2.6;2.15;0.45
1037746;2021;92.13;76.14;15.99
1037747;2021;420.6;347.6;73
1037772;2021;59.11;48.86;10.25
1037782;2021;69.46;57.4;12.06
1037783;2021;260.09;214.96;45.13
1037790;2021;94.19;77.85;16.34
1037801;2021;661.97;547.09;114.88
1037802;2021;110.67;91.46;19.21
1037831;2021;63.82;52.74;11.08
1037839;2021;112.25;92.77;19.48
1037840;2021;80.08;66.18;13.9
1037841;2021;0.87;0.72;0.15
1037863;2021;28.26;23.35;4.91
1037867;2021;131.81;108.93;22.88
1037909;2021;171.94;142.09;29.85
1037931;2021;198.06;163.69;34.37
1037963;2021;400.02;330.58;69.44
1037964;2021;684.17;565.42;118.75
1038006;2021;221.04;182.68;38.36
1038010;2021;53.35;44.09;9.26
1038012;2021;376.8;311.41;65.39
1038016;2021;164.75;136.15;28.6
1038039;2021;71.19;58.84;12.35
1038050;2021;49.79;41.15;8.64
1038052;2021;952.1;786.86;165.24
1038053;2021;71.62;59.2;12.42
1038077;2021;131.8;108.93;22.87
1038126;2021;223.28;184.53;38.75
1038127;2021;204.21;168.78;35.43
1038128;2021;190.76;157.65;33.11
1038137;2021;92.28;76.27;16.01
1038157;2021;181.88;150.31;31.57
1038169;2021;305.4;252.41;52.99
1038188;2021;34.26;28.31;5.95
1038193;2021;116.2;96.03;20.17
1038194;2021;62.52;51.67;10.85
1038202;2021;168.58;139.32;29.26
1038211;2021;8.56;7.08;1.48
1038230;2021;140.84;116.4;24.44
1038232;2021;232.19;191.9;40.29
1038233;2021;509.31;420.92;88.39
1038235;2021;73.33;60.61;12.72
1038266;2021;721.83;596.55;125.28
1038280;2021;2115.36;1748.23;367.13
1038313;2021;108.18;89.41;18.77
1038314;2021;116.96;96.66;20.3
1038315;2021;112.38;92.88;19.5
1038320;2021;77.54;64.09;13.45
1038351;2021;762.04;629.78;132.26
1038355;2021;93.94;77.63;16.31
1038370;2021;652.01;538.85;113.16
1038373;2021;61.95;51.19;10.76
1038415;2021;70.5;58.26;12.24
1038419;2021;300.76;248.56;52.2
1038427;2021;578.95;478.47;100.48
1038434;2021;161.05;133.11;27.94
1038437;2021;61.1;50.5;10.6
1038448;2021;76.71;63.39;13.32
1038455;2021;64.48;53.29;11.19
1038478;2021;140.8;116.36;24.44
1038500;2021;65.89;54.45;11.44
1038503;2021;64.91;53.65;11.26
1038504;2021;288.21;238.19;50.02
1038505;2021;95.96;79.31;16.65
1038510;2021;154.36;127.57;26.79
1038517;2021;137.04;113.26;23.78
1038518;2021;64.88;53.62;11.26
1038520;2021;53.95;44.6;9.35
1038545;2021;136.78;113.05;23.73
1038551;2021;541.08;447.17;93.91
1038570;2021;111.82;92.42;19.4
1038574;2021;205.99;170.23;35.76
1038578;2021;431.83;356.88;74.95
1038614;2021;115.47;95.43;20.04
1038615;2021;85.92;71.02;14.9
1038616;2021;85.92;71;14.92
1038619;2021;307.27;253.94;53.33
1038621;2021;113.56;93.85;19.71
1038634;2021;181.07;149.65;31.42
1038647;2021;49.43;40.85;8.58
1038708;2021;61.41;50.75;10.66
1038710;2021;64.48;53.29;11.19
1038711;2021;124.08;102.55;21.53
1038713;2021;164;135.54;28.46
1038714;2021;213.08;176.1;36.98
1038736;2021;194.96;161.14;33.82
1038737;2021;1194.57;987.24;207.33
1038738;2021;121.48;100.4;21.08
1038739;2021;343.62;283.98;59.64
1038741;2021;97.15;80.28;16.87
1038742;2021;100.55;83.1;17.45
1038745;2021;66.06;54.6;11.46
1038754;2021;2730.16;2256.33;473.83
1038763;2021;63.64;52.59;11.05
1038787;2021;101.69;84.05;17.64
1038792;2021;129.36;106.9;22.46
1038820;2021;415.22;343.15;72.07
1038822;2021;65.69;54.28;11.41
1038831;2021;135.79;112.22;23.57
1038887;2021;400.98;331.38;69.6
1038909;2021;131.84;108.95;22.89
1038910;2021;65.39;54.03;11.36
1038923;2021;2577.79;2130.41;447.38
1038924;2021;6330.97;5232.21;1098.76
1038931;2021;81.62;67.45;14.17
1038941;2021;43.6;36.03;7.57
1038977;2021;85.83;70.92;14.91
1038980;2021;160.25;132.44;27.81
1039001;2021;95.83;79.2;16.63
1039005;2021;289.13;238.96;50.17
1039039;2021;198.73;164.24;34.49
1039041;2021;2930.69;2422.06;508.63
1039052;2021;289.99;239.66;50.33
1039054;2021;62.19;51.4;10.79
1039079;2021;261.19;215.86;45.33
1039119;2021;58.7;48.52;10.18
1039144;2021;206.16;170.38;35.78
1039149;2021;94.68;78.25;16.43
1039154;2021;65.08;53.78;11.3
1039171;2021;62.15;51.36;10.79
1039181;2021;118.23;97.71;20.52
1039204;2021;79.81;65.97;13.84
1039220;2021;159.87;132.11;27.76
1039231;2021;21.93;18.13;3.8
1039332;2021;126.31;104.4;21.91
1039348;2021;186.46;154.1;32.36
1039362;2021;12.75;10.54;2.21
1039369;2021;48.56;40.13;8.43
1039370;2021;190.86;157.73;33.13
1039380;2021;307.94;254.49;53.45
1039382;2021;63.13;52.17;10.96
1039411;2021;198.92;164.4;34.52
1039424;2021;1836.8;1518.02;318.78
1039474;2021;112.99;93.37;19.62
1039499;2021;139.24;115.08;24.16
1039536;2021;121.99;100.81;21.18
1039552;2021;218.05;180.21;37.84
1039554;2021;64.11;52.98;11.13
1039559;2021;62.15;51.36;10.79
1039567;2021;118.9;98.27;20.63
1039596;2021;110.5;91.32;19.18
1039654;2021;125.56;103.77;21.79
1039655;2021;68.39;56.52;11.87
1039660;2021;65.88;54.44;11.44
1039663;2021;62.18;51.38;10.8
1039682;2021;157.57;130.22;27.35
1039685;2021;406.86;336.25;70.61
1039697;2021;1014.87;838.73;176.14
1039698;2021;344.52;284.73;59.79
1039715;2021;107.7;89.01;18.69
1039746;2021;57.44;47.47;9.97
1039757;2021;61.07;50.47;10.6
1039775;2021;93.06;76.91;16.15
1039778;2021;94.24;77.88;16.36
1039794;2021;352.96;291.71;61.25
1039795;2021;1839.62;1520.34;319.28
1039801;2021;49.06;40.54;8.52
1039835;2021;173.24;143.19;30.05
1039892;2021;151.9;125.54;26.36
1039895;2021;59.8;49.42;10.38
1039919;2021;69.24;57.22;12.02
1039934;2021;256.7;212.14;44.56
1039943;2021;407.47;336.75;70.72
1039974;2021;142.15;117.48;24.67
1039986;2021;69.79;57.67;12.12
1039992;2021;567.66;469.15;98.51
1040006;2021;852.51;704.56;147.95
1040023;2021;190.36;157.33;33.03
1040080;2021;161.6;133.55;28.05
1040112;2021;140.64;116.22;24.42
1040132;2021;166;137.2;28.8
1040137;2021;186.36;154.01;32.35
1040140;2021;164.8;136.2;28.6
1040185;2021;494.17;408.41;85.76
1040191;2021;85.74;70.86;14.88
1040246;2021;103.49;85.53;17.96
1040259;2021;78.37;64.77;13.6
1040292;2021;1039.77;859.31;180.46
1040307;2021;115.42;95.38;20.04
1040320;2021;706.17;583.62;122.55
1040321;2021;361.58;298.82;62.76
1040328;2021;193.08;159.57;33.51
1040359;2021;820.54;678.13;142.41
1040386;2021;69.73;57.64;12.09
1040388;2021;169.03;139.7;29.33
1040390;2021;66.36;54.83;11.53
1040392;2021;161.28;133.29;27.99
1040393;2021;79.7;65.87;13.83
1040413;2021;292.34;241.61;50.73
1040417;2021;227.24;187.81;39.43
1040431;2021;153.15;126.57;26.58
1040445;2021;115.45;95.41;20.04
1040446;2021;61.43;50.76;10.67
1040448;2021;91.86;75.92;15.94
1040450;2021;61.43;50.76;10.67
1040525;2021;78.35;64.75;13.6
1040546;2021;460.48;380.56;79.92
1040586;2021;247.17;204.28;42.89
1040587;2021;2089.24;1726.64;362.6
1040588;2021;411.89;340.4;71.49
1040612;2021;246.42;203.66;42.76
1040623;2021;111.22;91.91;19.31
1040645;2021;125.1;103.38;21.72
1040662;2021;73.14;60.44;12.7
1040665;2021;462.71;382.41;80.3
1040715;2021;1390.41;1149.11;241.3
1040719;2021;67.01;55.37;11.64
1040790;2021;97.37;80.46;16.91
1040812;2021;167.06;138.07;28.99
1040816;2021;410.15;338.96;71.19
1040818;2021;14.95;12.36;2.59
1040820;2021;71.97;59.47;12.5
1040838;2021;253.52;209.53;43.99
1040839;2021;85.69;70.81;14.88
1040840;2021;127.22;105.14;22.08
1040844;2021;106.94;88.39;18.55
1040864;2021;64.59;53.39;11.2
1040878;2021;118.5;97.93;20.57
1040886;2021;524.64;433.59;91.05
1040887;2021;165.9;137.11;28.79
1040905;2021;70.46;58.23;12.23
1040941;2021;63.12;52.17;10.95
1040943;2021;115.28;95.28;20
1040962;2021;178.57;147.58;30.99
1040963;2021;421.79;348.58;73.21
1040964;2021;214.23;177.04;37.19
1040973;2021;63.08;52.13;10.95
1040974;2021;484.93;400.77;84.16
1040988;2021;647.34;534.99;112.35
1040991;2021;166.64;137.71;28.93
1041035;2021;162.07;133.94;28.13
1041074;2021;363.66;300.54;63.12
1041075;2021;86.35;71.36;14.99
1041076;2021;72.1;59.58;12.52
1041077;2021;102.36;84.59;17.77
1041103;2021;61.43;50.77;10.66
1041149;2021;61.19;50.56;10.63
1041169;2021;368.86;304.84;64.02
1041170;2021;233.21;192.73;40.48
1041190;2021;71.21;58.85;12.36
1041192;2021;59.55;49.22;10.33
1041193;2021;177.45;146.66;30.79
1041258;2021;83.05;68.64;14.41
1041266;2021;305.44;252.43;53.01
1041287;2021;827.18;683.62;143.56
1041307;2021;165.4;136.69;28.71
1041342;2021;88.03;72.75;15.28
1041344;2021;725.33;599.44;125.89
1041381;2021;246.27;203.53;42.74
1041383;2021;172.69;142.72;29.97
1041432;2021;88.15;72.85;15.3
1041468;2021;62.03;51.27;10.76
1041577;2021;96.65;79.87;16.78
1041605;2021;280.73;232.01;48.72
1041609;2021;412.37;340.8;71.57
1041624;2021;309.92;256.12;53.8
1041628;2021;153.88;127.17;26.71
1041634;2021;143.33;118.46;24.87
1041635;2021;185.15;153.02;32.13
1041648;2021;94.26;77.91;16.35
1041668;2021;154.23;127.46;26.77
1041675;2021;331.86;274.27;57.59
1041735;2021;51.69;42.72;8.97
1041800;2021;88.54;73.17;15.37
1041835;2021;185.45;153.27;32.18
1041839;2021;230.27;190.31;39.96
1041845;2021;170.43;140.86;29.57
1041859;2021;738.21;610.09;128.12
1041862;2021;68.29;56.44;11.85
1041866;2021;34.83;28.78;6.05
1041879;2021;271.35;224.26;47.09
1041884;2021;1653.41;1366.45;286.96
1041930;2021;61.37;50.72;10.65
1041941;2021;247;204.13;42.87
1041967;2021;11.65;9.63;2.02
1041991;2021;132.91;109.84;23.07
1041992;2021;277.69;229.5;48.19
1042038;2021;103.46;85.5;17.96
1042059;2021;339.21;280.34;58.87
1042128;2021;1834.18;1515.84;318.34
1042138;2021;135.32;111.84;23.48
1042143;2021;403.96;333.85;70.11
1042156;2021;117.93;97.46;20.47
1042191;2021;399.3;329.99;69.31
1042237;2021;105.55;87.23;18.32
1042292;2021;80.12;66.21;13.91
1042342;2021;82.5;68.18;14.32
1042378;2021;60.49;49.98;10.51
1042383;2021;61.27;50.64;10.63
1042425;2021;151.99;125.61;26.38
1042427;2021;183.85;151.94;31.91
1042462;2021;113.22;93.57;19.65
1042465;2021;557.32;460.6;96.72
1042534;2021;144.52;119.44;25.08
1042646;2021;453.86;375.1;78.76
1042648;2021;5440.14;4495.98;944.16
1042661;2021;76.44;63.18;13.26
1042696;2021;64.46;53.27;11.19
1042713;2021;25.13;20.77;4.36
1042719;2021;153.02;126.46;26.56
1042728;2021;101.12;83.57;17.55
1042729;2021;70.48;58.24;12.24
1042731;2021;220.17;181.95;38.22
1042759;2021;111.44;92.11;19.33
1042779;2021;114.77;94.84;19.93
1042799;2021;77.33;63.91;13.42
1042843;2021;363.63;300.52;63.11
1042868;2021;707.09;584.37;122.72
1042939;2021;249.21;205.95;43.26
1043011;2021;243.1;200.91;42.19
1043076;2021;68.17;56.34;11.83
1043089;2021;1553.32;1283.74;269.58
1043092;2021;124.65;103.02;21.63
1043093;2021;91.26;75.42;15.84
1043094;2021;70.61;58.36;12.25
1043161;2021;76.5;63.22;13.28
1043245;2021;60.59;50.07;10.52
1043278;2021;61.36;50.71;10.65
1043292;2021;152.57;126.09;26.48
1043296;2021;65.93;54.49;11.44
1043300;2021;64.27;53.12;11.15
1043305;2021;975.63;806.31;169.32
1043334;2021;78.36;64.76;13.6
1043341;2021;153.52;126.88;26.64
1043383;2021;610.3;504.38;105.92
1043414;2021;60.5;49.99;10.51
1043518;2021;60.33;49.86;10.47
1043526;2021;66.62;55.06;11.56
1043592;2021;121.27;100.22;21.05
1043644;2021;621.75;513.85;107.9
1043702;2021;121.44;100.36;21.08
1043704;2021;117.59;97.18;20.41
1043705;2021;60.28;49.81;10.47
1043708;2021;83.73;69.2;14.53
1043709;2021;117.07;96.75;20.32
1043765;2021;1340.66;1107.98;232.68
1043787;2021;174.21;143.97;30.24
1043794;2021;125.82;103.98;21.84
1043818;2021;91.31;75.47;15.84
1043858;2021;107.74;89.03;18.71
1043866;2021;524.41;433.4;91.01
1043872;2021;62;51.24;10.76
1043888;2021;58.39;48.25;10.14
1043909;2021;138.94;114.83;24.11
1043972;2021;58.44;48.3;10.14
1044060;2021;220.73;182.42;38.31
1044157;2021;40.04;33.09;6.95
1044165;2021;55.91;46.21;9.7
1044176;2021;286.51;236.79;49.72
1044177;2021;295.32;244.06;51.26
1044178;2021;60.95;50.37;10.58
1044179;2021;232.36;192.03;40.33
1044204;2021;229.69;189.83;39.86
1044206;2021;245.8;203.15;42.65
1044215;2021;153.11;126.53;26.58
1044222;2021;216.21;178.68;37.53
1044233;2021;402.62;332.74;69.88
1044273;2021;53.78;44.45;9.33
1044300;2021;152.12;125.72;26.4
1044330;2021;58.4;48.26;10.14
1044389;2021;62.9;51.98;10.92
1044416;2021;143.98;118.99;24.99
1044440;2021;13.99;11.56;2.43
1044442;2021;75.41;62.31;13.1
1044444;2021;84.42;69.77;14.65
1044457;2021;66.7;55.13;11.57
1044464;2021;171.94;142.1;29.84
1044478;2021;120.56;99.64;20.92
1044498;2021;60.02;49.6;10.42
1044499;2021;167.43;138.39;29.04
1044500;2021;301.06;248.81;52.25
1044529;2021;96.44;79.69;16.75
1044610;2021;67.34;55.65;11.69
1044702;2021;187.39;154.87;32.52
1044709;2021;60.54;50.03;10.51
1044712;2021;131.72;108.86;22.86
1044747;2021;50.27;41.55;8.72
1044748;2021;156.97;129.73;27.24
1044835;2021;74.41;61.49;12.92
1044836;2021;58.71;48.52;10.19
1044894;2021;89.63;74.07;15.56
1044909;2021;54.41;44.96;9.45
1044944;2021;128.33;106.05;22.28
1044998;2021;28.03;23.16;4.87
1044999;2021;739.88;611.47;128.41
1045000;2021;139.14;115;24.14
1045026;2021;167.44;138.39;29.05
1045114;2021;287.33;237.46;49.87
1045119;2021;55.28;45.69;9.59
1045126;2021;114.5;94.63;19.87
1045129;2021;90.07;74.43;15.64
